text,label
Woot! #Yankees completed their sixth series sweep of the season and fourth at home.,0
""": How do you cheat on this ? &#128530;&#128564; She's just like any other female with a pussy so who &#8230;",1
bitches and their door slamming habits ctfuu,1
Wish I could get drunk tonight.. But my hoe ass drinkin buddy sick &#128530;&#128530;&#128586;&#128567; and the other one left &#128530;&#9992;&#65039;&#128640;&#128186;,1
"laughin at my screenshots. no bitch, this might be a code red.",1
You know random niggaz and bitches wish the worst on eachother... Just look at their tweets.,1
Their salsa negro is awesome...,0
When I die Throw a couple bad bitches in my casket,1
Yea randy that white 745 changed my whole mind that hoe nice,1
"""You've got to have smelt a lot of manure before you can sing like a hillbilly."" #HankWilliams",0
These hoes be boof smh,1
"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em""",1
"Once again, birds of a feather....",0
Still waiting for Charlie Baker to take the stage in Swampscott. #wcvb,0
<<BEST NAME ON TWITTER EVER!! AKA; Jewbacca<<SECOND BEST NAME ON TWITTER!!,0
If anyone wants to bring me a sweet tea to my party.. That'd make my bday perfect.. Well that and cracker barrel &#128525;&#128525;,0
let the coons be great it's in the dream,0
"That Peppers slant was a genius/crazy call. Genius if he catches it. Crazy if he drops it, then blow a TO, then get sack&#8230;",0
Leave it to the bitch thats sharing her pussy with everyone to fuck up the relationship of the only people in love in the house,1
Do you know where I grew up Skippy?,0
Winning Browns! #cle #clevelandfans #clevelandpride #clevelandbrowns #clevelandsports #browns #brownie&#8230;,0
&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24,0
it's trash ik just wanted to fuck with Dorsey,1
Kinda U mad friend?? Fat fucking funky nasty ass hoes,1
Lmao. I still feel played bout this hoe.,1
one fly ass bitch,1
""": &#8220;: 3 | Amo los pies fuck yeah",1
that kids a fag,1
I'm at home throwing up taking care of my kid. Yet I'm a hoe? Oh. Oh okay.,1
I hate a don't get shit done ass nigguh,1
Watch social media with all that hate in their blood try and wish bad on Derrick! He back bitch! Stop hating #Stronger #Qui&#8230;,1
"Bitch you frooooontin, bitch you frooooontin. Lol",1
Got damn the Lakers trash....,0
#MyGoalFor2012 UnHoe these bitches,1
"of the washington post to call the President ignorant I ask you racist ,angry ,bitter, bitch look in the mirror!!!!!!!!!!!",1
One of best looks too. Charlie Weis couple months ago hanging w/Nelly,0
"She don't get emojis until after I bag, emojis are pussy shit",1
Find a big butt bitch somewhere and get my nuts kissed &#127911;&#127911;&#128252;&#127925;&#127925;&#127925;,1
this dumb bitch said....RT No matter what a man says the only way he'll truly respect you is if u hold out sex,1
"and plus, it's trash talk. You should know that especially with ole miss.",0
yea that hoe was rocking Friday and last night,1
a bright neon yellow gauntlet,0
RT Niggas REALLY ARE the new bitter bitches,1
Lmao &#128075; &#8220;: My nicca! &#127936;&#127936;&#127936;&#8221; wat fool??,1
Sweetheart to a lady but I'm hard on a hoe! &#128526;,1
"I LOVE RACISM! ""Blame whitey"" for EVERYTHING! Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch",1
Jets trash,0
Two hoes arguing bout who fucking who for x amount of money lol what,1
"Good morning Twitter. Make today a positive one. If you can't do that, beat up as many meanie-faces as possible. Also, I hate flappy bird.",0
your what's wrong with the white race you fuckin coon slaying piece of poop please die alone,1
that pointy nail game is for da birds.,0
#Ebola is a great metaphor for how #GOP #teaparty policies eat off of vital organs until the host dies. #Tcot #teabaggers,0
""": Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch.",1
I'm already tired and mr stupid af decides to show us a video on trigonometric notions so um yeah I just wanted to say you're a hoe,1
slap a bitch,1
I feel like I got bitch slapped by karma.,1
"E250 5.4 motor and tranny I have a 2008 5.4 triton motor and Transmission with 5,200 miles that came off a E250...",0
Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!,1
"These nigs is haters man, and I've made myself so easy to luv",1
"cute, but I love her yellow raincoat the most, the contrast with that&her hair looks so cute! :P I love her face in your icon!",0
What a trash franchise. Fergie will sing the National Anthem at the Clippers season opener tomorrow.,0
cowboy killers.&#128525;,0
"Fuck a nigga feelings, fuck a nigga bitch.",1
in this world we don't spank the monkey the monkey spanks us.,0
"aye, I respect ya hustle and all but dont tweet me anymore trash ass videos...thank u kindly",0
exotic bitches do exotic things these hoes aint loyal,1
ugly nigger,1
"Without serge, the bird chirps. The sun burns, the grass grows, the world turns. The moon glows, the river flows. But I die without serge.",0
That's what I call the bitch and block! If you fuck with someone stay and fight! She hit t&#8230;,1
Breakfast of champions shrimp lobster balls (no sandusky) French fries nd a nice big Quahog (clam for&#8230;,0
&#8220;: Me when somebody says Childish Gambino is trash,0
i think i need to watch dawn of the planet of the apes now...,0
&#8220;: find a loyal ho&#8221; &#128521;,1
"' Just was old to me , a lil proton feel me ? Some bitches that's gon feel me , some niggahs that won't kill me .",1
I'm only back cause I don't wanna see the boys lose to trash #vote5sos,0
what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&#8230;,1
Phil Hughes looking like the Phil Hughes of old. 2010. #Yankees #MLB,0
don't you mean crowd not crows,0
bitch I work 24 hours a day to protect your freedom fuck you #AlwaysOnWatch #GlobalForceForGood,1
"Significant number of US tweets were Americans flipping the bird to IS. UK, not so much.",0
RT This whole week was trash,0
These days bitches be just letting anyone hit raw !!,1
jacob u look like a monkey in dis,0
They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass,1
"highest score on flappy bird, cant be beat",0
Behind that twinkle in your eyes I can see the bitch in you &#128064;&#128076;,1
I was informed about a bird (pheonix) today that I could not find a physical image of.All paintings.Mythological or extinct?,0
Hookers are always complimentary-who wants to be with a bitch?,1
"oh hell no! Fuck you Uncle Tom bitch, I remember yo punk broke ass",1
At pussy cat lounge killin it with my girlz and,0
"Charlie: ""My last two songs will be quasi-religious songs for the sake of who's coming up next.""",0
I'm still weak off the bitch gettin pissed on lol,1
Scott brooks finds new ways to flip me the bird each game. I know it's the right move but #Idontcare #KDStreak #imsad,0
Resisting the urge to smack a bitch,1
&#8220;: they can't fit on that small ass street son&#8221;bitch you know what happen last time we was onyur st &#128514;,1
bitch what but I pull more hoes the u dream of,1
Hungry as ferkin nips,1
#VolNation bitch,1
Smh u niggers & ur music knowledge,1
yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.,0
Why is my mother bothering me about the trash? It's my day off leave me alone and stop nagging,0
Watching the Innocence of Muslims. That dude who played Muhammed must be getting a ton of pussy now.,1
&#8220;: Lance Stevenson gone leave Indiana&#8221; he trash anyway,0
McDonald's is hella trash to me now,0
Niggas be waiting for these light skin bitches to respond to a DM like ...,1
"The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",0
"Unfortunately, I love her the most tho thats ur hoe too?",1
"Why do people bring their children to the salon, this Mexican bitch needs her animals on a leash for real.",1
r u still talking smh bitch idgaf what u is stfu talking to u just going around circles,1
When twitter rappers dm me their trash links,0
Homeowner Shoots Armed Suspect Who Attacked and Pistol Whipped Him,0
Long yellow.,0
ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,1
b/c she likes black men and rap music? Huh lol in general she wants to be colored,0
Y'all bitches got to learn the difference between like and love,1
everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#128586;&#128566;,1
A mexican bitch better win the crown! #NuestraBellezaLatina,1
Yes Mimi bitch yo dumb ass got played,1
"look at that bitch right there, right there #hannnnnn",1
The P72 Derek Jeter used to hit the walk-off single in his final Stadium at-bat. (Images via ) htt&#8230;,0
Mannnnnn these hoes aint loyal,1
Angel stop rting that fugly bitch,1
I am such a daddy's girl it's crazy I will drop a bitch in a second over my dad bro.,1
k bitch niggas,1
stance socks trash,0
Stay warm &#10052;&#65039;&#127744; #beanies #sweaterweather #booty4ever,0
If he Can't hear that pussy Smacking then it ain't Wet enough!,1
"&#127813;&#127813;&#127813; ""Killer line?"" : Josh Smith dropped a killer trash talk line on Kenneth",0
y'all I'm so mad I wasted them calories on that honey bun.. that ho was dry as hell &#128553;,1
I'm sick of dudes posting videos of them singing on vine. Do that shit in the shower or something fags,1
#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!,0
Drita is that nicca! Lmao,0
pussy watch it nuh mi Neva lov mon. -badmon,1
"Rams too "": Lakers as a whole is trash Jordan Hill is trash. Play Davis and Randle more""",0
"A hoes favorite line is, ""Don't judge me, you don't know what I been through!"" Yeah I do... a lot of dick.",1
ion sell vics no mo ion drink lean no mo bitch ion even smoke tree no mo,1
hahahh thank you fag boy! #represent,1
Don't be afraid to let your feelings show. Unless you're a bitch.,1
This bitch has two jobs and is starting school on the 26th. #fuckwhatyouheard,1
these hoes ain't loyal,1
&#8220;: Ross got Amber Rose naked these hoes ain't loyal wiz&#8221; that ain't Amber Rose tho,1
nigga you beat who ass bitch we've never even fought so u need to stop making up shit and bring yo ass with them,1
Where tf this bitch in the pink from? &#128514; this hoe pointless,1
that was so gay. And I was tanning bitch. Juvie made me white,1
heard ya got a man hoe hope he understand tho,1
&#8220;: What will the Lakers be after kobe&#8221; trash,0
&#8220;: Y'all bitches switch a roo niggas !!!&#8221;&#128064;&#128064; who the hell,1
"I never played Halo, too busy slaying bitches",1
it's a brand new day and the birds they chirpin,0
&#128027;=&#128176;&#128184; &#8220;: its true that the early bird.. gets the worm first!&#8221;,0
Yasss brownies & ice cream &#128523;,0
That's what sports are about. Forget the arrogance & trash talking. Its about making people feel like they are a part &#8230;,0
find a new hillbilly!! #spiritweek!!,0
Hahahaha he missed the shit out that hoe!!!!!!!!!! #Houston Texans,1
wha? me? i'm just waiting for showtime to bring back queer as folk.,0
it totally does. smells like brownies every day i walk to work.,0
WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' #ISIS #tcot #pjnet #lnyhbt #gop,0
&#8220;: Playstation is trash. Xbox is better&#8221; ya titties trash,1
Arial Rose &#8211; Athletic Asian babe plays with her pussy after&#160;exercising,1
That fat bitch that's always on the phone just walked in &#128074;&#128074;&#9986;&#65039;&#9986;&#65039;,1
I hate when people organize plans and you end up reaching the destination before them...bitch don't ask me if I'm here,1
When I make the paper ball into the trash can,0
The brownies I just made are a sin,0
"Allied soldiers mock Hitler atop his balcony at the Reich Chancellery, by Fred Ramage, 1945",0
"You couldn't handle Iowa pussy - here, kitty, kitty, kitty ---",1
"Like honestly if you are embarrassed to be around someone because of how they look, you're trash",1
thank you again mick,0
These hoes really ain't loyal &#128514;&#128591;,1
I likes me dem Mexican hoes. Day suck me off for 5 dollas,1
&#8220;: eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense&#8221; #StopIt,0
"My favorite is #picslip that's a dumb bitch, who just posted a pic and isn't sure she should have or not!",1
D-emand E-veryone's M-oney & O-bjects C-ollectively be R-edistributed A-mong T-heir S-upporters,0
"New Avi bitches, be weak",1
When i bitch fuck my hologram doe,1
All you do is fucking bitch.,1
"Do girls wear bathrobes still cuz I have really cute fuzzy $60 bathrobe from Victorias Secret, is that even ok to wear &#128589;",0
not nappy head hoe though &#128514;&#128514;,1
This is what happens when niggas gas up ugly bitches,1
bad ass bitch!,1
&#8220;: Now ma'am ... &#8220;: Every jawn on here been tryna have they pussy cop a feel on Donte's peen&#8221;&#8221;&#128563;,1
The awkward moment when you're changing in the gym and your penis head slips through the slit of your boxers.,1
Tyler's my bitch. Sorry but I own you.,1
you inferred he tried to ho to Nam. He did not. He dodged it. He is no great leader.,0
Blatt trash too ... but twitter said he was good,1
"Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey",0
"honestly, I just do it for the bitch mob",1
This car has two registration tags. Both yellow. One for 2014 & one for 2005. Wth,0
"Nomatter how much I'm feeling you, u can't compete with girls who throw the pussy. Im just gonna always take the L",1
How filthy of a cunt is to pretend that Obama threatening amnesty is not vastly more egregious than Boehner on Obamacare? #tcot,1
When you eat food that's too hot and start breathing like a retarded dragon.,0
"just because some moist bint lobbed a sword at you, you think you're some la-de-da king?",0
Chicago will not refund $7.7 million made from red light tickets issued after yellow lights were shortened,0
"Lmaoo That bitch called on Thor for some strength. &#58386;&#58386; RT"": Wait...",1
how ah yardie reach wyoming?? (live at,0
"Art thou the bird whom Man loves bestThe pious bird with t/ scarlet breast, Our Robin;that leaves these summer winds sobbing&#8230;",0
didn't I just say I thought u told me to delete them so I deleted them bitch,1
Its obvious the bitch is still immature and havent let go of the past yet. Just face it. You fucked up a good thing,1
hoes? I got several? they 10's or better &#128076;,1
trash show,0
you might as well gone pussy pop on a stage,1
If you act like a fucking retard when your high it's over mane stay away from me.,1
"Posted a new song: """"guala""""",0
"Hoes all on my bandwagon, your bitch gaggin, she jet laggin. #A$AP",1
all I remember was the fat bitch stealing the KFC bucket & hauling ass,1
Why give a bitch ya heart when she rather have a purse.,1
"#NoFilter I been getting money I ain't worried 'bout a ho, No matter the occasion I'ma always get the dough &#128539;",1
"Like #Buddha gives a SHIT about #Obama or some other fuckin' NAZI FUCK #socialist #retard with a fuckin' #iphone. DON""T MAKE ME LAUGH>",1
"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you",1
Please excuse my bitch ass phone it's been a hoe lately,1
Hahaha these niggas funny ask&#128128;&#128128;&#128128;RT&#8220;: I bet I can pull at lease 3 bitches with them &#128514;&#128514;&#8221;,1
aha your welcome niggah &#128520;,1
I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!,0
"""Wow you are a bitch"" Yes that's already been established, anything else you have to say?",1
"yeah I'm down I'm starting to promote for belasco Thursday , so u better go bitch",1
"Dani Alves uses his new gray hair to talk himself out of a yellow card, telling the referee, ""I am but a humble senior &#8230;",0
bitch im is not bout to get no damn flu shot....ion care if it is free....,1
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli...,0
"Fox News mocks victim of Ray Rice elevator assault: &#8216;I think the message is, take the stairs&#8217; ht&#8230;",0
"BREAKING: Japanese ace Masahiro Tanaka will sign with the Yankees for seven years, $155 million. (via Fox Sports)",0
#drunk #trash #trashed #wasted @ The Draught Horse,0
is it ghetto to grease yo scalp at work,0
"that's Arabic for ""you one pussy gettin motha fucka""",1
thirsty ass bitches shit dat ion like...,1
It's a small world and hoes make it smaller,1
Why can't you be humble like your moms and not hoes,1
J Cole ain't trash... Period.,0
"Neverrr, play me for stupid because I'm far from it.. You bitches might be stupid. But not me &#128581;",1
These girls going to school with all kind og aquatic colored weaves in their head.Fuck going on?,1
""": trash",0
Luv riding the #MetroNorth with sour drunk #Yankees fans after a loss... #TooBad #MetsFan #QueensAllDay,0
all the real gangsters knoww nate aint never loved no hoe,1
"""suck my duck"" thot: ""lol looks like ur autocorrect changed dick to duck"" ""i meant what i said bitch""",1
Apologies trash.. What's understood ain't gotta be explained,0
I also had a dream that I went to the FOB show and FOB was rude to me and was getting badly hit on by some creep,0
Keys open doors when them keys is albino,0
But I callin out da race card. Ain't no colored podcasts out dare,0
Rumours that the boys will be touring around the world for OTRA Tour and it will end in the UK/Ireland as a welcome ho&#8230;,0
"#PeopleToAvoid Valerie Jarrett, so I control my reflex to bitch slap her.",1
"bruh said ""Black girls pussy taste like attitudes and arguments"" LOL",1
bitches be acting different! &#128514; buuut it's cool! &#128129;,1
Rollin coal bitches ready to blow ready set GO!,1
That bitch Amanda ran away from me &#128514;,1
Happy Easter you dirty sons a bitches! #NFG #WGE #FindTheEggs #EggsAreInHerAss,1
bruh why it look like a niggah dick slapped the baby &#128514;,1
Fck dem old hoes..... No double entree...,1
Someone came up & told me that I pulled hoes today. I was pissed just because thats so fucking false that its sad.,1
You guys don't get evolution do you? You only share a common ancestor with apes.,0
VIDEO: on talking trash while facing during today&#8217;s scrimmage &#8211;,0
Put a ring on it or it ain't yo bitch !,1
Little bitch,1
&#8220;: Victor & shawn legs don't hurt? They jigg every damn night &#128530;&#8221;&#128514;&#128514;&#128514;,1
"It's just not the same, #LittleDebbie #Cloud #Cake are not #Twinkies!",0
2+2 not knowing wtf it is bitch,1
Weazy bitch birdman jr,1
"&#8220;: ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly.&#8221;&#128128;&#128128;",1
I hope Charlie brought the lube for this test...,0
"and I believe we all evolved or whatnot, but I find it hard to believe that we all came from apes",0
"Buzzfeed males who live in the city and buy meat under plastic, mock girls who use guns and go hunting. Who is more manly?",0
Hate a bitch that's always in some mess,1
"""These hoes ain't loyal"" = Women of this generation cannot be trusted.",1
This girl is retarded,1
Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.,0
Oh my goodness do I hate Chinese people. Fucking zipperheads,1
"Loyalty now let's get this money I got u,u got me no hoes just us !!!!",1
...but if a SHOW about #Obama was called #Whitish ..........y'all motherfuckers would cry #racist like lil bitches. #Blackish,1
That moment the pussy too good & u gotta slow that stroke down!,1
"Instead of calling each other hoes, girls should be supporting each other. Idk that's just me though.",1
It's a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!,0
the giants are trash...their time is over.,0
I'm 81 and I still eat animal crackers #EMABiggestFans1D,0
&#8220;: Bro even with uno webo I still get more pussy than you &#128586;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1
"Pm is u use any of the words I use (ex. Sweg,pm,yid,nid) we're dating",0
You a hoe if you leaving a man's house right now with a costume on,1
Im a queer.... #mmm,1
bitch you better not disappoint me. madonna and britney and xtima have My new single #BabyDontLie is coming Monday!!,1
"""fuck you you pussy ass hater go suck a dick and die quick"" - Someone, to me, in Youtube comments. I think we'd be good friends.",1
Bad foreign bitch she a walkin Ferrari,1
I need me a real loyal ass bitch &#128525;&#128553;&#128530;&#128548;&#128175;,1
Should #Oscar go to or #Computer that turned him into an ape? NO...The #ComputerScience major #Movie,0
ruga bussed yo bitch #bowbow,1
Foles vs 9ers in San Fran or Eli vs redskins in DC,0
Great lead battle and then Ricky hits Danica for a yellow. Oh boy. #NASCAR,0
I remember them bitches lmaoo,1
bitch goin downnnn hillllll,1
I got every reason to feel like I'm that bitch,1
Pornographic-oo-oo Don't make you no hoe-oo,1
These lame bitches don't have a fighting chance....!,1
It's a mutation. Genealogy is convoluted. Basically the zebra gene currieries are slaughtered=Extinction,0
&#8220;: Looking at nip rings I can't wait until I can change mine &#128527;&#8221; &#128221;&#128064;&#128209; lmao,0
this bitch,1
Yeah bitches. You know he was hot shit back in the day,1
"Run in ya spot, smash ya hoe fuck on ya couch",1
Boozer so trash,1
You're stuck on ghetto middle school days. Step our g... &#8212; wtf how ah I stuck in the middle school games jusy bc...,0
I roll up to a bitch an dey like,1
amen little mama. y does this old southern country bitch like you so much I don't know. but I do!,1
"Can kids say much when their parents pay for everything? If he paying every bill, I can't complain abo&#8230;",0
"Dear God, forgive us for a moral slope of values. Shacking is just a pretty word for perpetual fornication. Let's...",0
Tyrese a baby back bitch! Hope they kill him before Black History Month. #AMCWalkingDead,1
"& thots are wearing Uggs #ItsFallBecause negros are pulling out their Timbs""",0
"#bowebergdahl There hasn't been a trade this lopsided since Babe Ruth was traded to the Yankees for ""No No Nanette"" cash.",0
2 adult human skulls found in trash,0
how could you say such a thing woman?! You have two functioning chest tables to hold your peanut butter and crackers!,0
bitch I'm not concerned about you.,1
-the base) and would mean it would hurt like a bitch to have one broken off.,1
"""You gotta be able to keep a bitch on her feet or she'll be on her knees with the next nigga.""",1
I'm hooked on monkey phonics.,0
Mitt Romney hates big bird. Fascist.,0
Y'all hoes would never get under my skin !!,1
Or their music is trash,0
"Niggas will fuck over a pretty girl w her head on right , for a ho who only got 3 pair of good panties &#128514;&#9996;&#65039; .",1
It's 2:20 and me and Bruno still up in this bitch lol,1
PROUDLY a racist. u dumb nigger,1
ima fill ur clam out,0
i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before,0
Karma is a bitch. The tables will turn even if the person want it to or not. You can't stop it either,1
U want a nigga to just spend all his hard earned money on u? hoe go strip that solves that problem lol,1
"Come home from work to Bridesmaids, Twinkies and a bottle of wine #bestroommateever",0
I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver,0
thats why we had 8 regular season losses...... #you #are #retarded,1
This bitch is mad because her man cheated but she cheated too!!!! Why you mad?!!!,1
Lmao damn this bitch so trash Lmao,1
Richard Grenell: WaPo's Greg Sargent mocks voter ID and 'proves point' of proponents,0
I love how people use twitter to just bitch an complain #fuckyou,1
The big homie Drizzy threatening these hoes... &#128518;&#128518;&#128518;,1
A-Rod said the number #13 he wears on his uniform is for opposing teams to fear him but the fact is A-Rod is a damn cancer to the #Yankees,0
""": Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",0
You're a little bitch.,1
and we all fell asleep,0
I just wanna slap a couple of y'all bitches,1
I feel the sorry for the nice people in this world because they're actually the solution. Its all you hoes and assholes thats the problem,1
"last year i had to explain why ""queer theory"" is the acceptable academic term",0
I never put no hoes b4 my bros,1
cheeky lol I want those all black and yellow 95's again... ughh I &#9825; those,0
Tbt: I tried on French's outfit for the Freshman cover at that shoot high as fuck off weed brownies&#8230;,1
The mandate still being in effect means the marriage ban in Nevada is unconstitutional. Trial court is yet to enter injun&#8230;,0
Conan Obrien needs to get a life with that $80 million..monkey food maybe.,0
"If you decide to do Damara, you should make her a gladiola. We have gorgeous rust-colored ones coming up over here.",0
This ain't no mf bitch ass.,1
&#8220;: Car hopping is a different world these ghetto guys tried asking for my number LOL&#8221; did they have to be ghetto Tho ?,0
&#128514;she a dumb bitch smh,1
you be fucking with to many hoes .,1
I got hoes I got fuckin hoes I got fuckin hoes !!!,1
Feeling the crisp fall wind spinning around me and watching the colorful leaves fall like rainbow colored raindrops slowly&#8230;,0
"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived.",1
"lana uses the term ""bad bitch"" in a UV track. i've never been more proud.",1
some prude bitch unfollwed me show me ur ugly face,1
"hollywood, if you really want to break my heart make a movie about a handsome retarded man who is good at flash and has a mean girlfriend.",1
bitch what where y'all be at come to town east mall u and your bitch fuck boys,1
"&#8220;: You can be a hoe without having sex, ask any of the girls texting alotta niggas at the same time.&#8221;",1
He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.,1
"Got 2 bad bitches with me, Molly and aquafina",1
LOL @ you for being a dumb bitch.,1
When I be seein y&#8217;all runnin back and forf to woyke and shit I be thankin Jesus I is colored,1
Why y'all hoes in such a hurry to be single mothers?,1
"I said something to you gorilla, stop listening to monkey music",1
top notch bitch hair down to her ass,1
Bae made me deep fried Oreos &#128523;,1
"Okay, kids. #RickAndMorty just came on. That's how I know I'm tweeting WAY TOO LATE on a #Sunday night. #booya #bitches> I'm outta here>",1
Lmao this bitch thinks she fancy with some michael kors,1
Twitter should dump the little blue bird mascot and just officially change it to a set of boobs.,1
Still can't see what niggers see in them white hoes....,1
Statement of the Day: Ppl who RT are even dumber than he is. The ole birds of a feather type of deal.,0
&#8220; The hoes love... #oomf &#128527; lol&#8221;,1
"She come to visit and the pussy too good, she gotta move to the city within 3 months after yall first fuck or it ain't gon work.",1
""": Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking hot sox and legs",0
i love girls who aren't afraid to encourage or compliment the next chick.. bitches hate so much now that's it's refreshin&#8230;,1
There is a trash bag in my hall thats been there for like 2 wks. Weird thing: it changes consistency every few days,0
"Black guy in class: *attempts to throw a paper ball into the trash* *misses* Mrs. Mundy: ""You're a disgrace to your race, Marcus"" &#128514;&#128514;&#128514;",0
Yall letting these hoes fuck you with the strap after you said no?,1
"Niggas all about sex now days. Unlike you bitches, i jus want somebody who gone better me as a young women&#58400;",1
"""That's why God made brownies. To replace boys.""",0
fucking stupid crackers,1
Last year I cuffed that bitch well now its ovaaaaaa,1
#tbt when i took my likkle monkey jimmys,0
"That bitch told me to control myself, I told her to go find yourself",1
#HellYeah RT #No RT Happy Fall! Pumpkin Spice Oreos are here,0
I never had any friends the entire time I lived in #Virginia. No one was cool to me. I hope those white trash Southerners all die.,1
stupid ignorant bitch &#8220;: Stopped by Chick-fil-A in The Woodlands to support a great business. ...,1
tryna get grey to call off work but he's being a bitch lol,1
&#127867;&#127867;&#127867;&#127804;&#128153;&#127913; plus Sheryl crow,0
"""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -",0
"Step up in the club smoothly with the L in my hand, bitches know I'm a freak like the elephant man",1
What the hell are we doing with pussy rules that soldiers don't carry weapons 24/7 on base? They are trained. Liberal crap & people die.,1
bitches with no tits or ass dont even get a hug from me... you're one of the boys now.. you get a handshake.,1
"Tracy Morgan is a sad comparison..... Come on try again, Dwight Howard is the most accurate. Stupid monkey.",0
Never go full retard,1
you mean trash.,0
Double Stuff Oreos mane say,0
"#News &#8212; #Democrats and #AntiSemitism &#8212; #Jewish group condemns VP Joe Biden&#8217;s offensive reference to ""Shylocks""",0
I turn Cassey to a nasty hoe Rihanna to a classy hoe,1
wuss up bitch,1
Real basketball players get disappointed when they throw something in the trash can and miss,0
She's just another straight-up conscienceless liar. Soulless criminal trash.,0
in with the go to air out with the bad air and where's my next brownie,0
"#Glory Isaiah Mom asked me if I wanted a brownie I said, no thanks She said what are fasting,",0
Damn I hate a bitch that like to argue and shit,1
This bitch said I look like the type to do a lot of cocaine &#128128;,1
ha bitch I know&#128129;,1
Tennessee isn't even orange it's like vitamin pee yellow &#128553;&#128514;&#128514;&#128514;,0
", i'm viswa moulie. I wanna be ur friend.. Please, shall i ?",0
brass monkey dat funky monkey,0
so hes retarded and gay.. What a mix &#128079;&#128079;&#128079;,1
"Please stop scoring, otherwise you won't have any runs for tomorrow against Romero #Yankees #BlueJays #MLB",0
". Jay; I think once someone has Alzheimer's, suffers from alcoholism and is mildly retarded, people shouldn't mak&#8230;",0
Should I be worried that a lady behind my building is talking to a crow?,0
Ima tear that pussy UUUUP,1
i was pulling for the #redskins in that one,0
I took it harder when Rivera retired. I'm not a Yankee fan but I have a lot of love and respect for em. Especially the core 4,0
Pizza and wings bitches,1
dat was befo da fact hoe shut yo ass up &#128581;,1
"I'm confused. Martins Indi just drew a yellow card, but I didn't see him steal a tank from the Brazilian army and open fire &#8230;",0
&#8220;: bitch you not coming,1
done everything but trust these hoes,1
"i hate when bitches be like ""deeper, deeper"" bitch what u thought i had some spare dick in my back pocket i was saving?",1
How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,0
Halloween use to be a holiday for kids. It is now National dress like your inner hoe day.,1
bitch my phones gonna die in serious I got hot pockets,1
use coconut oil faggot,1
you really care bout dis bitch. my dick all in yo feelings,1
cant fuck around wit young niggas cause they be acting like hoes,1
I already know I'm about to buy so many bitches drinks tonight that I'll never fuck but life's all about hits and misses. Gotta take chances,1
remember when you got your crush's aim screenname and you felt all fuzzy inside and stared at your screen and figured out what &#8230;,0
People on this site are fucking retarded sometimes,1
bitch see you then then bitch. And good luck to you.,1
How I beat up the pussy,1
Niggas is bitches,1
How bad u want something is meaningless If how bad you're willing to work for the thing u want Isn't 10xs as intense as ho&#8230;,0
I'll have these bitches havin baby's every week,1
Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that &#128175;,1
So I guess I'm on snapchat now? So snapchat me bitches. Danvii . No idea...,1
She sharing her hoe... She know though.. At least I hope she do. LMAO!,1
My nigga got me hanging out with his fat catfish bitch smh,1
no i don't cry im not a bitch(: i was just pissed because the cop was trying to charge me with a hole bunch of bullshit :p,1
I'm dat nigga that these hoes just can't stand... &#127926; B.G,1
she's covering half of her face and she's still more prettier than all of you hoes skndndnddnd,1
